Survey ID,Gender,Age,Own or rent,Dwelling type,Dwelling type Other,Area of College Station,Highest level of education you have completed,Years have you lived in College Station,Survey source,Attend Blinn College or Texas A&M,Number of people age 19 and older in household,City employee,Importance of attracting business and jobs,Importance of attracting tourism,Importance of programs to retain and support existing businesses,Importance of enforcing traffic laws,Importance of code enforcement services,Importance of educating the public on crime prevention,Importance of animal control services,Importance of maintaining streets and roads,"Importance of biking/walking facilities  such as sidewalks, trails, bikeways, etc.)",Importance of managing traffic congestion,Importance of maintaining appearance of parks,Importance of providing a variety of recreation youth programs,Importance of providing a variety of adult recreation programs,Importance of library services,Importance of senior citizen services,"Importance of special events (Starlight Music Series, Christmas in the Park, etc.)",Importance of managing trash and recycling collection,Importance of managing stormwater drainage,Importance of police department services,Importance of fire department Services,Top 3 most important - attracting business and jobs,Top 3 most important - attracting tourism,Top 3 most important - programs to retain and support existing businesses,Top 3 most important - enforcing traffic laws,Top 3 most important - code enforcement services,Top 3 most important - educating the public on crime prevention,Top 3 most important - animal control services,Top 3 most important - maintaining streets and roads,"Top 3 most important - biking/walking facilities  such as sidewalks, trails, bikeways, etc.)",Top 3 most important - managing traffic congestion,Top 3 most important - maintaining appearance of parks,Top 3 most important - providing a variety of recreation youth programs,Top 3 most important - providing a variety of adult recreation programs,Top 3 most important - library services,Top 3 most important - senior citizen services,"Top 3 most important - special events (Starlight Music Series, Christmas in the Park, etc.)",Top 3 most important - managing trash and recycling collection,Top 3 most important - managing stormwater drainage,Top 3 most important - police department services,Top 3 most important - fire department Services,No first choice for top 3 service,No second choice for top 3 service,No third choice for top 3 service,Quality of attracting business and jobs,Quality of attracting tourism,Quality of programs to retain and support existing businesses,Quality of enforcing traffic laws,Quality of code enforcement services,Quality of educating the public on crime prevention,Quality of animal control services,Quality of maintaining streets and roads,"Quality of biking/walking facilities  such as sidewalks, trails, bikeways, etc.)",Quality of managing traffic congestion,Quality of maintaining appearance of parks,Quality of providing a variety of recreation youth programs,Quality of providing a variety of adult recreation programs,Quality of library services,Quality of senior citizen services,"Quality of special events (Starlight Music Series, Christmas in the Park, etc.)",Quality of managing trash and recycling collection,Quality of managing stormwater drainage,Quality of police department services,Quality of fire department Services,Quality of water services,Quality of wastewater services (sewer),Quality of electric utility services,Additional comments about specific city services or departments,Rate College Station as a place to live,Rate your neighborhood as a place to live,Rate College Station as a place to raise a family,Rate College Station as a place to do business,Rate College Station as a place to work,Rate College Station as a place to retire,Rate College Station's overall image/reputation,Rate the value of services you receive for your tax dollars,Rate the overall quality of city services,What do you value MOST about living in College Station?,"If you could change ONE THING about College Station, what would it be",What would you say should be College Station's highest priority,What types of retail and commercial development would you like to see in College Station,How likely are you to recommend College Station as a place to live,"Agree with this statement, College Station is moving in the right direction as a community",Importance of availability of open space,How could the city's customer service be improved,Importance of quality shopping opportunities,Importance of overall appearance of college station,Importance of appearance of neighborhoods,Importance of availability of medical/health care facilities,Importance of recreational opportunities,Importance of educational opportunities,Importance of entertainment opportunities,Importance of cultural activities,Importance of opportunities to participate in local government,Importance of ease of car travel around town,Importance of job opportunities,Importance of business opportunities,"Importance of support of sustainability, environmental and green issues",Importance of volunteer opportunities,Importance of quality of business and service establishments,Importance of quality of new development,Importance of ease of bicycle travel around town,Importance of sense of community,Importance of availability of quality affordable housing,Top 3 most important -  quality shopping opportunities,Top 3 most important -  overall appearance of college station,Top 3 most important -  appearance of neighborhoods,Top 3 most important -  availability of medical/health care facilities,Top 3 most important -  recreational opportunities,Top 3 most important -  educational opportunities,Top 3 most important -  entertainment opportunities,Top 3 most important -  cultural activities,Top 3 most important -  opportunities to participate in local government,Top 3 most important -  ease of car travel around town,Top 3 most important -  job opportunities,Top 3 most important -  business opportunities,"Top 3 most important -  support of sustainability, environmental and green issues",Top 3 most important -  volunteer opportunities,Top 3 most important -  quality of business and service establishments,Top 3 most important -  quality of new development,Top 3 most important -  availability of open space,Top 3 most important -  ease of bicycle travel around town,Top 3 most important -  sense of community,Top 3 most important -  availability of quality affordable housing,No first choice for top 3 community characteristic,No second choice for top 3 community characteristic,No third choice for top 3 community characteristic,Have you had any contact with a city employee(s) in the last 12 months,"Impression with the city employee(s) regarding their courtesy, knowledge and responsiveness",How safe do you feel in your neighborhood,Do you think crime in College Station is increasing or decreasing,Information preference about city government activities - city website (cstx.gov),Information preference about city government activities - local newspapers,Information preference about city government activities - city cable channel (Ch. 19),Information preference about city government activities - Local radio stations,Information preference about city government activities - Utility bill newsletter,Information preference about city government activities - Local TV stations,"Information preference about city government activities - Social media (Facebok, Twitter, etc.)",Information preference about city government activities - Other,Information preference Other,Top 3 communication method - city website (cstx.gov),Top 3 communication method - local newspapers,Top 3 communication method - city cable channel (Ch. 19),Top 3 communication method - local radio stations,Top 3 communication method - utility bill newsletter,Top 3 communication method - local TV stations,"Top 3 communication method - social media (Facebok, Twitter, etc.)",No first choice for top 3 communication method,No second choice for top 3 communication method,No third choice for top 3 communication method,"Do you receive enough information about city programs, activities and events?",How could the city improve its public communication efforts?,Rate quality of Southwood Community Center,Rate quality of Lincoln Recreation Center,Rate quality of College Station City Hall,Rate quality of Municipal Court,Importance for for the city to provide additional facilities for senior activities and programs,Importance for for the city to provide additional facilities for youth activities and programs,Importance for for the city to provide additional facilities for community meeting and activity space,Importance for for the city to provide additional facilities for city of ces and services,Additional comments about College Station's municipal buildings and facilities,Age groups represented by children in household first choice,Age groups represented by children in household second choice,Age groups represented by children in household third choice,Age groups represented by children in household fourth choice,location
116,Male,45-54,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,Some college or technical school,More than 20 years,Online,Neither,Two,Yes,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Unimportant,Not Important At All,Somewhat Unimportant,Somewhat Important,Not Important At All,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,,,,,,,,,,1,,,,,,,,,2,3,,,,Good,Fair,Fair,Good,Good,Fair,Good,Good,Fair,Poor,Good,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Good,Good,Good,Good,Good,Good,Fair,I live near Rock Prairie Rd. and have had multiple incidents 4-6 in the past year or so where I've lost power for times ranging anywhere from .30 mins. to 2.5 hours.  This seems to be a recurring problem and is unacceptable to me.,Good,Good,Good,Good,Good,Good,Good,Good,Good,"Overall cleanliness, lower crime rates, many conveniences w a smaller town feel, family friendly.","Better traffic flow overall, particularly the timing of lights.  I understand that this was supposed to have been adjusted recently but it seems it made it worse.  It seems even more apparent on busier roads such as Texas Ave.  Also, traffic congestion on Hwy 6 between Harvey Rd. and Rock Prairie Rd. in the evenings around 5:15 p.m. to 6:30 p.m.",Improving traffic flow. Reducing property taxes & Maintaining streets/roads,N/A,1,2,2,No comment,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,Not Important At All,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Not Important At All,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,,,2,3,,,,,,1,,,,,,,,,,,,,,Yes,Good,Somewhat Safe,Increasing,City website (cstx.gov),Local newspapers,Local radio stations,Utility bill newsletter,Local TV stations,,,,,,,,3,1,2,,,,,Yes,No comment,Good,Good,Good,Good,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,No,None under 19 in household,,,,"(30.5319423, -96.2972832)"
117,Male,35-44,Own,Single-family unit,,Area A - North or Rock Prairie Rd. and West of Texas Ave.,Some college or technical school,11 to 20 years,Online,Neither,Two,No,Very Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Not Important At All,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,1,,,,,,,,2,,,,,,,,,,3,,,,,Good,Good,Fair,Poor,Poor,Poor,Fair,Fair,Poor,No Opinion,Poor,Fair,Fair,Good,Fair,Good,Fair,No Opinion,Good,Good,Fair,Fair,Fair,,Excellent,Good,Good,Good,Fair,Excellent,Good,Fair,Good,Small Town Feel,Traffic while Students are in town.,Smart Growth of community,Multi-Use facilities around campus to limit traffic from Students. Develop a Downtown area (not Northgate) similar to Bryan for older people.,2,2,1,,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Unimportant,,,,,,,,,,,2,1,,,,,,3,,,,,,No,,Very Safe,Staying the Same,City website (cstx.gov),Local newspapers,Utility bill newsletter,Local TV stations,,,,,,3,,,,1,2,,,,,No,"Provide flyers for events. If you do not receive the paper, you do not hear about events.",Fair,Poor,Fair,Fair,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,Somewhat Important,Buildings need to be updated,1 to 18 years old,,,,"(30.595071, -96.329426)"
118,Female,45-54,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,Some college or technical school,7 to 10 years,Online,Neither,Two,No,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,,1,,2,,,,,3,,,,,,,,Good,Good,Good,Good,Good,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,No Opinion,Good,No Opinion,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Supportive family environment.,University traffic,,child & youth entertainment facilities,1,1,1,,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,,2,,,,,,,,3,1,,,,,,,,,,,,,No,,Very Safe,Increasing,Other,,,,,,,,Email,2,,,,3,,1,,,,Yes,,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Important,Very Important,Very Important,Very Important,,Under  years old,,,,"(30.5319423, -96.2972832)"
119,Male,24 or under,Rent,Townhome,,Area A - North or Rock Prairie Rd. and West of Texas Ave.,Graduated high school,3 to  years,Online,Texas A&M,Three,No,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,,,,,,,,1,,2,,,,,,,,3,,,,,,Fair,Poor,Fair,Good,Good,Good,Good,Fair,Fair,Fair,Fair,Fair,Poor,Fair,Fair,Fair,Good,Poor,Good,Good,Fair,Fair,Good,No.,Good,Fair,Fair,Fair,Fair,Poor,Good,Fair,Fair,Education.,Traffic.,Finishing road construction for traffic reasons.,More entertainment.,2,2,2,,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,,,,,2,1,3,,,,,,,,,,,,,,,,,No,,Somewhat Safe,Don't Know,City website (cstx.gov),Local TV stations,"Social media (Facebook, Twitter, etc.)",,,,,,,2,,,,,3,1,,,,Yes,Easier accessibility.,No Opinion,No Opinion,No Opinion,Fair,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Unimportant,No,None under 19 in household,,,,"(30.595071, -96.329426)"
1499,Female,35-44,Rent,Single-family unit,,Area A - North or Rock Prairie Rd. and West of Texas Ave.,Graduate degree,11 to 20 years,Online,Neither,One,No,Somewhat Important,Somewhat Unimportant,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Very Important,Very Important,Somewhat Important,Somewhat Important,,,,,,,,,,,3,,,,,,1,2,,,,,,Good,Good,Fair,Good,Good,Good,Fair,Fair,Fair,Poor,Good,Good,Good,Good,Good,Good,Fair,Fair,Good,Good,Fair,Fair,Fair,,Poor,Poor,Fair,Poor,Poor,Fair,Poor,Poor,Fair,,,,,4,4,1,,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Very Important,Very Important,,,,,,,,,,,1,,,,,,,,3,2,,,,No,,Somewhat Unsafe,Increasing,City website (cstx.gov),,,,,,,,,1,,,3,2,,,,,,Yes,,Fair,Fair,Fair,Fair,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,, to 12 years old,13 to 15 years old,1 to 18 years old,,"(30.595071, -96.329426)"
120,Female,25-34,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,Some college or technical school,11 to 20 years,Online,Neither,One,No,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,2,,,,,,,,,3,,,,,,,1,,,,,,,Good,Fair,Poor,Fair,Fair,Poor,Fair,Fair,Excellent,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Fair,Fair,Fair,Fair,Excellent,Excellent,Good,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,The small town atmosphere,The traffic,Maintaining our streets and utilities,More restaurants and entertainment options,1,2,3,"Most of the times I've been in contact with some kind of customer service, they imply that you know or should know everything about the city and their services instead of approaching a conversation that they might need to explain in better detail whatever the city's involvement or rules apply in the discussion.",Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Unimportant,,1,,3,,,,,,,2,,,,,,,,,,,,,Yes,Good,Somewhat Safe,Increasing,"Social media (Facebook, Twitter, etc.)",Other,,,,,,,email,3,2,,,,,1,,,,Yes,I actually get most of my city's information from the email communication by The Eagle and the signage around town.,No Opinion,Fair,No Opinion,No Opinion,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,,None under 19 in household,,,,"(30.5319423, -96.2972832)"
121,Male,35-44,Rent,Apartment,,Area B - North of Bird Pond Rd and East of Texas Ave.,,Less than 3 years,Online,Texas A&M,One,No,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,,1,,,,,,,,2,,,3,,,,No Opinion,No Opinion,No Opinion,Fair,No Opinion,Good,No Opinion,Fair,Fair,Fair,Excellent,No Opinion,No Opinion,No Opinion,No Opinion,Good,Good,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Good,"I'm a visiting scholar coming from Brazil.I've been here for three months and I will stay here at College Station for another 9 months (one year stay), so I'm not sure if I qualify as a College Station resident. Nevertheless I would like to share my opinions about what could be improved in College Station.",Good,Good,Good,Excellent,Excellent,Good,Excellent,Excellent,Good,,Build more paths and sidewalks for pedestrians.Offer more public transportation services.,,,1,2,1,,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Important,,,,,,3,,,,,,,1,,,,,2,,,,,,Yes,Excellent,Somewhat Safe,Don't Know,City website (cstx.gov),City cable channel (Ch. 1),Utility bill newsletter,,,,,,,2,,3,,1,,,,,,Yes,,No Opinion,No Opinion,No Opinion,No Opinion,Very Important,Very Important,Very Important,Very Important,,None under 19 in household,,,,"(30.639968, -96.2746347)"
122,Female,24 or under,Rent,Single-family unit,,Area B - North of Bird Pond Rd and East of Texas Ave.,Graduated high school,Less than 3 years,Online,Texas A&M,Four,No,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,,,,,,,,3,,1,,,2,,,,,,,,,,,Good,Good,Fair,Fair,Fair,Poor,Fair,Fair,Poor,Poor,Good,Fair,Fair,Fair,Fair,Good,Good,Good,Good,Good,Good,Fair,Fair,,Good,Good,Fair,Good,Good,Good,Good,Good,Good,"The Aggie atmosphere, and the friendly people.",I would add better stores to the mall.,Traffic around dinner time.,"Maybe some more chain restaurants, and some newer shops in the strip malls.",2,2,3,,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,,,,,,,,,,3,,,,,,1,,,2,,,,,No,,Somewhat Safe,Increasing,City website (cstx.gov),"Social media (Facebook, Twitter, etc.)",,,,,,,,2,,,3,,,1,,,,Yes,Maybe some stuff could come in the mail.,Fair,Good,Good,Good,Very Important,Very Important,Very Important,Very Important,,None under 19 in household,,,,"(30.639968, -96.2746347)"
123,Male,24 or under,Rent,Single-family unit,,Area B - North of Bird Pond Rd and East of Texas Ave.,Graduated high school,3 to  years,Online,Texas A&M,Five,No,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Not Important At All,Somewhat Unimportant,Very Important,Very Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,,,3,,,,,,2,1,,,,,,,,,,,,,,Good,Excellent,Fair,Fair,Fair,Poor,No Opinion,Good,Fair,Fair,Fair,No Opinion,No Opinion,No Opinion,No Opinion,Fair,Good,No Opinion,Good,Good,Good,Good,Good,N/A,Good,Good,Good,Good,Good,Fair,Good,Fair,Fair,"The mix of being a university city as well as a place to raise a family along with the large amount of nice, quality people.",The traffic issues during events of the city or university.,Traffic around the university.,Clothing stores.,2,2,2,,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Very Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,,,,,,,,,,3,1,,,,,,,,,2,,,,No,,Somewhat Safe,Staying the Same,City website (cstx.gov),,,,,,,,,1,,3,,,2,,,,,Yes,N/A,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Important,Very Important,Somewhat Unimportant,Somewhat Important,,None under 19 in household,,,,"(30.639968, -96.2746347)"
124,Female,24 or under,Rent,Single-family unit,,Area B - North of Bird Pond Rd and East of Texas Ave.,Graduated high school,Less than 3 years,Online,Texas A&M,Four,No,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,,,,,,,,,,1,,,,,,2,,,3,,,,,Good,Good,Good,Fair,Fair,Fair,Fair,Fair,Poor,Poor,Good,Good,Good,Fair,Fair,Good,Fair,Fair,Fair,Fair,Fair,Fair,Poor,,Good,Good,Fair,Good,Fair,Fair,Good,Good,Good,The Aggie atmosphere.,The traffic congestion,"Traffic congestion, theft prevention",New shops in the malls,2,2,2,,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Somewhat Unimportant,Very Important,Somewhat Important,,,,,,,,,,3,,,,,,1,,,2,,,,,No,,Somewhat Safe,Staying the Same,City website (cstx.gov),Utility bill newsletter,"Social media (Facebook, Twitter, etc.)",,,,,,,3,,,,1,,2,,,,Yes,Monthly newsletter,No Opinion,No Opinion,No Opinion,No Opinion,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,,None under 19 in household,,,,"(30.639968, -96.2746347)"
125,Male,24 or under,Rent,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,Graduated college,Less than 3 years,Online,Texas A&M,Three,Yes,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,1,,,,,,,2,,,,,,,3,,,,,,,,,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,Good,Fair,Poor,Fair,Good,Poor,Good,Good,Good,My school,More vibrant,more jobs besides the university,more buildings,2,2,2,,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,3,1,,2,,,,,,,,,,,,,,,,,,,,No,,Very Safe,Don't Know,"Social media (Facebook, Twitter, etc.)",,,,,,,,,,,,2,3,,1,,,,No,social media,Fair,Fair,Fair,Fair,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,,None under 19 in household,,,,"(30.5319423, -96.2972832)"
126,Male,35-44,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,,11 to 20 years,Online,Texas A&M,Two,Yes,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,,,,1,,,,,,,,,,,,,,,2,3,,,,Fair,Fair,Fair,Good,Good,Fair,Good,Good,Fair,Fair,Good,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Good,Fair,Good,Good,Good,,Good,Good,Good,Good,Fair,Fair,Good,Fair,Fair,diversity,traffic congestion,Taking care of the needs of the citizens,,2,2,1,,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,,,1,,,2,,,,,,,3,,,,No,,Somewhat Safe,Increasing,"Social media (Facebook, Twitter, etc.)",,,,,,,,,2,,,,,3,1,,,,No,use the methods that citizens use instead of using the methods that the city is comfortable with,No Opinion,No Opinion,Fair,Good,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,, to 12 years old,,,,"(30.5319423, -96.2972832)"
127,Female,35-44,Own,Single-family unit,,Area C - South of Rock Prairie Rd. and West of Hwy. 6,Some college or technical school,3 to  years,Online,Texas A&M,Two,Yes,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Very Important,,,,,,,,1,,,,,,,,,,,2,3,,,,Fair,Fair,No Opinion,Fair,Good,No Opinion,No Opinion,Good,Fair,Good,Good,Good,Good,Good,No Opinion,Fair,Good,Good,Good,Good,Good,Good,Good,,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Excellent,,,,,1,1,2,,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,Very Important,,2,,3,,,,,,,,,,,,,,,1,,,,,Yes,Excellent,Very Safe,Increasing,City website (cstx.gov),"Social media (Facebook, Twitter, etc.)",,,,,,,,2,3,,,,,1,,,,No,,Fair,Fair,Poor,Good,Somewhat Important,Very Important,Somewhat Important,Very Important,,Under  years old,,,,"(30.5319423, -96.2972832)"
128,Male,45-54,Own,Single-family unit,,Area B - North of Bird Pond Rd and East of Texas Ave.,Some college or technical school,More than 20 years,Online,Neither,Two,No,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Somewhat Unimportant,Very Important,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,Somewhat Unimportant,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Very Important,Very Important,3,,,,,,,1,,2,,,,,,,,,,,,,,No Opinion,Good,No Opinion,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,No Opinion,Good,Good,Poor,Good,Good,Good,Good,Good,,Good,Excellent,Excellent,Fair,Good,Fair,Good,Good,Excellent,,more streets,adding new or finish connecting existing streets,,1,2,2,,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Very Important,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Unimportant,Somewhat Important,Somewhat Unimportant,2,,,3,,,,,,1,,,,,,,,,,,,,,Yes,Excellent,Very Safe,Increasing,City website (cstx.gov),City cable channel (Ch. 1),Other,,,,,,email,1,,,3,,2,,,,,Yes,,Good,No Opinion,Poor,Good,Somewhat Unimportant,Somewhat Important,Not Important At All,Very Important,,None under 19 in household,,,,"(30.639968, -96.2746347)"
